D_R,uf,nquest,versao,pf1,pf2a,pf2b,pf2c,pf2d,idade1,idade,sexo,p41aa,p41ba,p41ab,p41bb,p41ac,p41bc,p41ad,p41bd,p41ae,p41be,p41af,p41bf,p41ag,p41bg,p41ah,p41bh,p41ai,p41bi,p41aj,p41bj,p41ak,p41bk,p41al,p41bl,p41am,p41bm,p41an,p41bn,p41ao,p41bo,p41ap,p41bp,p42a,p42b,p42c,p42d,p42e,p42f,p42g,p42h,p42i,p42j,p42k,p42l,p42m,p42n,p42o,p42p,p43a,p43b,p43c,p43d,p43f,p43g,p43h,p43i,p43j,p43k,p43l,p43m,p43n,p43o,p43p,p44,p45a,p45b,p45c,p45d,p45e,p45f,p45g,p45h,p45i,p45j,p45k,p45l,p45m,p45n,p45o,p45p,p45q,cor,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escolac,escola,renda,rendaf,cidade,ponto,pesq,ciente,errol,regiao_ori,metrop_ori,meso,porte_ori,peso,RCLASSE2,INV1p45a_ok,INV1p45b_ok,INV1p45c_ok,INV1p45d,INV1p45e,INV1p45f,INV1p45g,INV1p45h,INV1p45i,INV1p45j_ok,INV1p45k_ok,INV1p45l,INV1p45m,INV1p45n,INV1p45o_ok,INV1p45p,INV1p45q,IndiceADVD,IndiceADVND,Indice_medoviolencia,GrupoMedoViolencia,INVp43a,INVp43b,INVp43c,INVp43d,INVp43f,INVp43g,INVp43h,INVp43i,INVp43j,INVp43k,INVp43l,INVp43m,INVp43n,INVp43o,INVp43p,Indice_violencia,Comput_EscalaF_6itens,Comput_EscalaF_6itens_ponderado,Comput_EscalaF_6itens_ponderado_7,Indice_EscalaF17itens_1a7
,SP,44218792,17,1,2,2,2,2,26,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,8,7,8,0,5,7,7,6,8,5,5,5,7,5,0,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,3,3,3,3,1,3,1,5,3,3,3,5,3,1,1,96,1,1,1,1,1,1,96,1,1,96,1,1,5,5,1,2,100,1223,11479,1,0,1,1,15,3,"0,69744786",3,"6,00","4,00","5,00","4,00","5,00","4,00","4,00","4,00","4,00","6,00","4,00","6,00","2,00","4,00","4,00","4,00","2,00","3,00","4,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","4,67"
,SP,44219118,17,1,2,2,2,2,26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,2,5,5,5,0,5,5,10,10,5,8,10,7,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,2,6,3,3,2,2,1,2,2,6,2,6,2,6,2,10,1,96,1,1,1,1,1,1,96,96,96,96,1,1,5,5,1,1,269,4,11716,1,0,1,3,13,1,"0,75067385",4,"6,00","5,00","6,00","5,00","1,00","4,00","4,00","5,00","5,00","6,00","5,00","5,00","1,00","5,00","1,00","5,00","1,00","2,00","5,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,13","4,83","0,81","5,64","5,83"
,SP,44219444,17,1,2,2,2,2,28,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,1,1,1,1,1,2,,10,10,10,8,8,0,0,10,10,10,0,0,10,10,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,6,1,1,6,3,6,1,6,3,1,3,2,4,10,96,96,96,1,1,1,96,96,96,96,96,96,1,1,2,5,1,1,131,35,13452,1,0,1,2,15,2,"0,75548354",6,"6,00","6,00","6,00","6,00","1,00","1,00","6,00","6,00","1,00","4,00","1,00","6,00","1,00","4,00","6,00","4,00","5,00","1,50","5,50","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","6,42"
,SP,44239031,17,1,2,2,2,2,26,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,,1,2,1,1,1,1,1,2,5,4,0,0,0,0,0,0,3,5,0,0,5,0,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,6,1,1,1,1,96,96,1,1,1,1,1,1,1,1,96,96,1,1,5,5,3,3,122,160,77,1,0,1,2,15,3,"0,83833791",4,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","1,00","6,00","6,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","7,00"
,SP,44248226,17,1,2,2,2,2,50,4,2,1,1,1,1,1,1,1,2,1,1,2,,2,,2,,1,1,1,1,2,,2,,2,,2,,1,1,1,1,10,10,10,5,0,0,0,0,10,5,0,0,0,0,5,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,3,1,1,2,3,2,2,1,5,2,2,2,2,1,2,2,96,1,1,4,2,96,1,96,1,2,96,1,1,4,5,1,3,175,3,10926,1,0,1,3,5,2,"0,97788779",2,"6,00","3,00","5,00","6,00","4,00","6,00","6,00","5,00","4,00","5,00","5,00","6,00","2,00","5,00","5,00","5,00","5,00","2,00","5,00","0,56",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,MG,44253340,17,1,2,2,2,2,38,3,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,,2,,1,1,2,,2,,1,2,2,,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,3,1,5,5,1,1,1,2,1,2,1,4,2,5,3,5,3,10,1,96,1,1,1,1,96,1,96,96,96,96,1,1,5,5,3,3,700,1347,9971,1,0,1,1,7,3,"0,84768237",4,"6,00","4,00","6,00","2,00","2,00","6,00","6,00","6,00","5,00","6,00","5,00","6,00","3,00","5,00","2,00","4,00","2,00","2,00","5,00","0,56",,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","0,33","4,83","0,81","5,64","5,83"
,AC,44253961,17,1,2,2,2,2,21,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,0,0,2,0,0,6,0,0,0,0,10,0,5,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,1,1,2,16,1,96,1,96,1,1,96,96,96,96,96,1,1,1,1,5,99,97,4700,28,9135,1,0,5,1,2,2,"0,72203110",5,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","6,00","4,00","6,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","7,00"
,SC,44257360,17,1,2,2,2,2,30,2,2,1,1,1,2,1,2,1,2,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,3,3,2,1,3,2,1,1,1,1,1,3,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,3,3,2,1,1,2,1,4,1,6,4,2,2,5,1,11,1,96,1,96,1,1,1,1,96,1,96,96,1,1,2,5,97,2,3134,5,9494,1,0,2,3,6,1,"0,87324393",4,"6,00","4,00","5,00","4,00","4,00","5,00","6,00","6,00","5,00","6,00","3,00","6,00","1,00","3,00","5,00","5,00","2,00","2,00","5,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","4,83","0,81","5,64","5,83"
,SC,44259831,17,1,2,2,2,2,41,3,1,1,1,1,2,1,2,1,1,2,,2,,2,,1,2,1,2,1,1,2,,2,,2,,1,2,1,1,2,,2,0,3,8,3,2,0,2,10,0,0,0,0,3,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,4,1,1,1,2,2,3,1,6,2,2,2,5,3,3,1,96,1,1,2,1,1,1,96,96,96,96,1,2,5,5,1,2,3124,22,4417,1,0,2,3,2,2,"1,00767166",4,"6,00","4,00","5,00","6,00","3,00","6,00","6,00","6,00","5,00","5,00","4,00","6,00","1,00","5,00","5,00","5,00","2,00","2,00","5,00","0,56",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,RJ,44281914,17,1,2,2,2,2,56,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,10,10,0,10,10,5,10,10,10,10,10,5,10,5,10,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,6,1,3,4,4,5,1,3,3,1,1,6,1,1,4,1,2,1,1,96,1,1,1,1,1,1,96,1,96,96,1,1,5,5,1,2,502,30,9288,1,0,1,2,6,3,"1,13005845",4,"6,00","1,00","6,00","4,00","3,00","3,00","2,00","6,00","4,00","4,00","6,00","6,00","1,00","6,00","6,00","3,00","6,00","2,00","5,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,13","4,83","0,81","5,64","5,83"
,MG,44307471,17,1,2,2,2,2,25,2,1,1,1,1,1,1,1,1,1,2,,2,,2,,1,1,1,1,2,,1,2,1,2,1,2,1,1,1,1,2,,5,8,8,5,6,5,5,3,6,6,5,5,7,6,10,3,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,2,5,3,2,3,1,3,2,3,2,3,2,3,2,5,2,16,96,96,1,1,1,1,96,96,96,96,1,96,2,2,1,5,1,1,"1099,6857",6,9793,1,0,1,3,2,1,"0,75067385",6,"6,00","5,00","5,00","2,00","4,00","5,00","4,00","6,00","4,00","5,00","4,00","5,00","4,00","5,00","4,00","5,00","2,00","2,00","5,00","0,69",,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","1,00","0,27","4,83","0,81","5,64","5,83"
,PR,44453151,17,1,2,2,2,2,32,2,2,1,2,1,2,1,2,2,,2,,2,,2,,1,2,2,,1,2,2,,2,,2,,2,,2,,1,2,5,5,5,0,2,2,2,3,0,2,0,0,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,3,3,2,2,2,2,5,2,3,2,3,3,11,1,96,1,2,1,1,96,96,96,1,96,96,1,2,5,5,99,3,1450,8,9775,1,0,2,3,4,1,"0,87324393",4,"6,00","4,00","5,00","5,00","4,00","4,00","4,00","4,00","5,00","5,00","5,00","5,00","2,00","5,00","4,00","5,00","4,00","2,00","5,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,MT,44249028,17,1,2,2,2,2,34,2,1,2,,1,1,1,1,2,,2,,2,,2,,1,2,1,1,2,,1,1,1,1,1,1,1,2,1,1,2,,0,0,8,0,9,0,0,0,1,6,10,10,0,5,10,10,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,3,10,1,96,1,1,1,1,1,2,96,1,96,96,1,1,7,5,1,3,3506,1,8792,1,0,4,3,4,1,"0,77612936",3,"6,00","4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","6,00","6,00","1,00","6,00","0,56",,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,13","4,83","0,81","5,64","7,00"
,SP,44214210,17,1,2,2,2,2,23,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,10,5,0,0,0,5,5,0,0,0,0,0,10,0,5,10,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,99,1,1,1,6,1,1,1,1,1,6,1,1,6,1,3,1,6,1,13,96,96,1,96,1,1,96,1,96,96,96,96,1,1,6,6,99,99,100,4188,12427,1,0,1,1,15,3,"1,06485605",5,"6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","6,00","1,00","6,00","4,00","6,00","1,00","1,00","6,00","1,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","0,27","4,83","0,81","5,64","7,00"
,SP,44217921,17,1,2,2,2,2,62,5,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,,1,1,1,2,1,1,1,1,1,1,2,,2,,1,1,9,7,10,7,9,8,8,4,10,5,5,8,5,2,0,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,4,2,2,1,1,2,2,1,2,3,2,6,2,6,3,12,2,96,1,2,2,2,1,1,96,1,96,96,1,1,6,6,3,4,131,35,13452,1,0,1,2,15,2,"1,28889246",3,"6,00","5,00","6,00","3,00","5,00","5,00","6,00","6,00","5,00","5,00","6,00","5,00","4,00","5,00","1,00","5,00","1,00","2,00","5,00","0,75",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,PE,44238542,17,1,2,2,2,2,32,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,6,2,1,6,1,1,5,6,3,13,1,96,1,1,2,1,96,3,96,1,2,96,1,1,5,6,1,1,1908,39,9305,1,0,3,2,5,3,"0,71162720",2,"6,00","6,00","5,00","5,00","6,00","6,00","6,00","6,00","6,00","1,00","5,00","6,00","1,00","6,00","6,00","2,00","1,00","1,00","6,00","0,19","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","4,83","0,81","5,64","7,00"
,PI,44259035,17,1,2,2,2,2,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,2,,3,5,7,0,5,2,5,1,5,3,0,3,7,7,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,6,2,4,2,5,2,1,96,96,96,1,1,1,1,1,96,96,1,96,1,1,1,6,1,3,3713,7,8286,1,0,3,3,2,1,"0,74938501",5,"6,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","6,00","4,00","5,00","1,00","5,00","3,00","5,00","2,00","2,00","5,00","0,88",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","4,83","0,81","5,64","5,83"
,SC,44281684,17,1,2,2,2,2,54,4,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,2,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,1,1,6,1,1,1,1,1,3,1,1,1,1,1,6,2,12,1,96,1,1,2,1,2,1,96,1,96,1,1,1,6,6,4,4,3175,1,9493,1,0,2,2,5,2,"0,88544445",3,"6,00","1,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","6,00","1,00","1,00","6,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","7,00"
,SP,44291028,17,1,2,2,2,2,18,1,1,2,,2,,2,,2,,2,,2,,1,2,1,2,1,2,2,,2,,2,,2,,1,2,1,1,2,,7,0,0,8,3,4,5,5,5,7,0,0,5,5,4,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,4,2,3,1,1,5,5,3,2,5,3,1,2,3,3,3,2,96,1,4,2,1,1,2,96,1,1,96,1,1,2,6,1,2,219,12,5385,1,0,1,3,7,2,"1,12253717",2,"6,00","5,00","6,00","3,00","5,00","4,00","6,00","6,00","2,00","2,00","4,00","5,00","2,00","4,00","6,00","5,00","4,00","2,00","5,00","0,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","4,83","0,81","5,64","5,83"
,GO,44243699,17,1,2,2,2,2,39,3,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,3,6,2,2,6,3,1,4,4,4,3,2,3,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,4,2,2,2,3,1,3,3,5,2,2,3,10,96,96,1,2,1,1,96,1,96,1,1,96,1,1,4,7,97,1,2700,103,8779,1,0,4,1,3,3,"1,53888037",4,"6,00","6,00","6,00","6,00","4,00","5,00","3,00","5,00","5,00","5,00","4,00","6,00","4,00","4,00","2,00","5,00","5,00","2,00","5,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,07","4,83","0,81","5,64","5,83"
,PR,44289612,17,1,2,2,2,2,45,4,2,1,2,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,1,2,5,7,8,6,5,4,5,5,4,6,4,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,2,2,3,2,6,2,3,2,2,3,3,1,96,1,1,2,1,1,1,96,1,96,96,1,1,2,7,3,97,1300,367,9751,1,0,2,1,10,3,"0,83580558",3,"6,00","5,00","5,00","5,00","5,00","5,00","5,00","4,00","5,00","5,00","4,00","5,00","1,00","5,00","4,00","5,00","5,00","2,00","5,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,CE,44298427,17,1,2,2,2,2,29,2,2,2,,2,,1,1,2,,1,1,2,,2,,1,1,1,1,2,,1,2,1,2,2,,1,1,2,,2,,0,0,10,10,10,0,0,10,10,0,0,0,0,0,10,0,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,4,2,4,3,2,1,4,2,1,5,6,3,1,6,1,10,96,96,1,1,1,1,96,96,96,96,96,96,1,1,4,7,1,1,2105,4,8482,1,0,3,2,3,2,"0,71162720",6,"6,00","5,00","6,00","3,00","5,00","3,00","4,00","5,00","6,00","3,00","5,00","6,00","2,00","1,00","4,00","6,00","1,00","2,00","5,00","0,44","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","0,00","1,00","0,00","0,00","0,00","0,27","4,83","0,81","5,64","5,83"
,RS,44329121,17,1,2,2,2,2,39,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,1,1,2,1,2,1,2,6,7,5,4,2,6,7,3,3,5,0,0,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,6,4,2,2,2,2,2,3,2,6,2,3,2,5,1,6,3,1,1,3,4,2,1,4,96,1,96,1,1,1,8,7,5,6,1100,400,2902,1,0,2,1,5,3,"1,54892668",1,"6,00","5,00","5,00","1,00","3,00","5,00","5,00","5,00","5,00","5,00","4,00","5,00","1,00","5,00","4,00","5,00","2,00","2,00","5,00","0,88",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,SP,44380914,17,1,2,2,2,2,57,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,,2,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,6,5,3,3,1,5,1,2,1,6,2,2,2,5,1,3,1,96,1,1,2,1,1,96,96,1,96,96,1,1,5,7,2,2,100,1057,14155,1,0,1,1,15,3,"0,93617901",3,"6,00","2,00","5,00","1,00","2,00","4,00","4,00","6,00","2,00","6,00","5,00","6,00","1,00","5,00","5,00","5,00","2,00","2,00","5,00","0,88",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,RJ,44257192,17,1,2,2,2,2,64,5,2,1,1,2,,96,,2,,2,,2,,1,1,2,,1,2,2,,2,,2,,1,1,1,1,2,,1,1,5,5,996,0,0,5,8,0,8,10,0,0,5,8,0,5,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,1,2,3,6,3,1,1,6,3,3,3,5,3,5,96,96,1,3,3,1,1,3,1,1,96,96,1,1,8,8,6,6,500,422,9105,1,0,1,1,6,3,"1,45332328",2,"6,00","4,00","5,00","4,00","5,00","6,00","5,00","4,00","1,00","4,00","6,00","6,00","1,00","4,00","4,00","4,00","2,00","3,00","4,00","0,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","4,67"
,SP,44336876,17,1,2,2,2,2,30,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,,1,1,1,2,1,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,6,4,5,1,1,3,1,5,2,1,2,3,2,6,1,3,3,2,1,4,4,2,2,2,96,1,96,96,1,1,3,8,1,5,219,15,5385,1,0,1,3,7,2,"0,72852066",1,"6,00","6,00","5,00","1,00","3,00","2,00","6,00","6,00","4,00","6,00","2,00","5,00","6,00","5,00","4,00","5,00","1,00","2,00","5,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,83","0,81","5,64","5,83"
,MA,44376725,17,1,2,2,2,2,58,4,2,1,1,2,,96,,2,,2,,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,,2,,1,1,2,,10,0,996,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,1,1,2,1,1,1,1,1,4,1,6,1,1,1,6,3,11,96,96,96,1,1,1,96,96,96,96,96,96,1,2,4,4,1,1,4080,1,9258,1,0,3,2,1,1,"1,26557966",6,"1,00","6,00","6,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","3,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,56",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,67","0,78","5,44","7,00"
,GO,44249108,17,1,2,2,2,2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,10,10,10,0,5,0,0,10,0,10,0,0,10,10,10,10,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,6,2,2,6,6,1,6,1,2,1,1,2,6,1,2,6,2,4,10,96,96,1,96,1,96,1,1,96,1,96,96,1,1,4,4,99,97,2724,5,9609,1,0,4,3,4,2,"0,74584230",5,"1,00","5,00","5,00","1,00","1,00","6,00","1,00","6,00","5,00","6,00","6,00","5,00","1,00","6,00","5,00","1,00","5,00","2,00","5,00","0,94","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","0,00","0,20","4,67","0,78","5,44","5,83"
,SP,44333555,17,1,2,2,2,2,80,5,2,2,,2,,96,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,1,2,0,0,996,3,0,0,0,0,0,0,0,0,0,0,3,3,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,2,1,2,1,1,2,2,5,2,2,2,5,3,12,96,96,1,96,1,1,96,96,96,1,96,96,1,1,3,3,1,1,100,133,14155,1,0,1,1,15,3,"1,41310296",5,"2,00","5,00","5,00","5,00","5,00","5,00","6,00","5,00","6,00","6,00","5,00","5,00","2,00","5,00","5,00","5,00","2,00","2,00","5,00","0,25","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,67","0,78","5,44","5,83"
,SC,44286855,17,1,2,2,2,2,27,2,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,1,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,6,3,2,5,1,5,1,2,1,6,2,2,1,5,1,1,1,96,1,1,1,1,1,1,1,1,96,1,1,1,7,7,97,97,3198,3,9554,1,0,2,3,1,1,"0,80658782",3,"2,00","5,00","5,00","1,00","4,00","5,00","2,00","6,00","2,00","6,00","5,00","6,00","1,00","5,00","5,00","6,00","2,00","2,00","5,00","0,19","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,67","0,78","5,44","5,83"
,SP,44204819,17,1,2,2,2,2,28,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,2,1,1,2,,2,,6,3,5,10,2,5,2,4,10,3,6,9,8,7,10,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,4,1,1,1,1,6,1,4,4,1,4,1,1,6,3,1,4,2,11,96,96,1,2,1,1,96,1,96,96,96,96,1,1,5,2,1,3,100,2615,5396,1,0,1,1,15,3,"0,69744786",4,"3,00","6,00","6,00","6,00","6,00","1,00","6,00","3,00","3,00","6,00","3,00","6,00","6,00","1,00","4,00","6,00","3,00","2,00","5,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","1,00","0,20","4,67","0,78","5,44","5,83"
